rxn_id,flux
rxn00610_c0,0
rxn00146_m0,0
rxn00727_c0,0.0123812
rxn19870_c0,0.185405
rxn01465_c0,-0.0482171
R-THRt2r_c0,0
rxn05483_c0,0
rxn01150_c0,0
rxn00208_c0,0
rxn05307_c0,-0.00084794
rxn09566_c0,0
rxn01643_c0,-0.19653
rxn13331_c0,0
rxn09807_c0,-0.122199
rxn01225_c0,0
rxn00948_c0,0
rxn09486_c0,0
rxn01858_c0,0
rxn09728_c0,0
rxn13247_c0,-999999
R-NH4tp_c0,0
rxn09581_c0,0
rxn09528_g0,0
rxn13297_v0,0
rxn13224_c0,0
rxn05301_c0,0
rxn09609_c0,0
rxn05244_c0,0
rxn13225_c0,0
rxn00913_c0,0
rxn05236_c0,0.00261575
rxn02914_c0,0.285961
rxn00250_c0,0.869912
rxn05209_c0,0
rxn12919_c0,0
rxn02063_r0,0.00095911
rxn01138_c0,0
rxn20476_x0,0
rxn06447_c0,0
rxn00124_c0,0
rxn13354_c0,0
R-PStg-SC_c0,0
R-CO2tp_c0,0
rxn13342_c0,0.00287733
rxn00134_c0,0.00815243
R-MIP2CS124-SC_c0,0
rxn08065_c0,0
rxn09753_m0,0
rxn32479_c0,0
R-PMI12346PH_c0,0
R-O2tm_c0,9.98355
rxn13416_c0,0
rxn00785_c0,-0.131365
rxn03445_c0,0
rxn00507_m0,0
rxn13184_c0,0
rxn13236_c0,0
rxn08096_c0,0
rxn09617_c0,0
rxn03892_m0,0
rxn01746_c0,0
R-PYRDC2_c0,0
rxn09243_c0,0
rxn30408_n0,0
rxn09853_x0,0
rxn30430_c0,0
rxn13360_c0,0
R-PEtg-SC_c0,0
R-CO2tm_c0,-7.9488
rxn00903_m0,0
rxn06936_m0,0
rxn30391_m0,0.124771
rxn09474_x0,0
rxn06280_c0,0
rxn01870_c0,0
rxn13257_c0,0
rxn02201_m0,0
rxn02160_c0,0.0289041
rxn02666_c0,0
rxn05582_c0,0.00169588
rxn01501_c0,-0.00575466
rxn13410_c0,0
rxn13311_m0,0
rxn05233_n0,0
rxn09431_c0,0.0200192
rxn30391_n0,0
rxn13335_c0,0
R-GSNt2m_c0,0
rxn09761_c0,0
rxn13395_c0,0
rxn30044_c0,0
rxn13296_c0,0
rxn20480_x0,0
rxn13213_c0,0
R-ATPtp-H_c0,0
rxn20162_c0,0
rxn00336_c0,0
rxn08067_m0,0
rxn05308_c0,0
rxn00973_c0,-999995
rxn30057_c0,0.000431599
rxn01265_c0,0
rxn09487_m0,0
rxn09440_c0,0
rxn03245_x0,0
rxn00649_c0,0
rxn09286_c0,0
rxn09456_c0,0
rxn01548_m0,0
rxn29991_c0,0.0700586
rxn01291_c0,0
rxn09349_c0,0
rxn00061_c0,0
rxn00836_c0,0
rxn03241_x0,0
rxn01883_c0,0
R-SBTD-L_c0,0
R-LYSt2r_c0,0
rxn09561_c0,0
rxn00022_c0,0
rxn08032_c0,0
rxn00116_c0,0
R-PYRt2m_c0,-999995
rxn00792_c0,0
rxn06538_m0,0
rxn09578_c0,0
rxn19870_m0,-0.00084794
R-FA181ACPtm_c0,0
rxn00355_c0,-999998
rxn29990_c0,0.0700586
rxn13365_c0,0
rxn00437_c0,0
rxn00914_c0,0
rxn01243_m0,3.0692
rxn13196_c0,0
rxn09639_c0,0.00095911
rxn13396_c0,0
rxn09765_c0,0.122199
rxn10791_c0,0
rxn09753_c0,16.8497
rxn00161_m0,0
rxn03224_m0,0
rxn01043_c0,0
rxn00100_m0,0
R-PIt2r_c0,0.0896768
rxn13329_c0,0
rxn13332_c0,0
rxn00686_m0,0
rxn08318_c0,0
rxn00575_e0,0
rxn30430_n0,0
rxn00216_c0,0.744749
rxn09849_x0,0
R-PStv-SC_c0,0
rxn01513_c0,0
rxn01505_c0,0
rxn01115_c0,0.00126428
rxn09606_r0,0
rxn08314_c0,0
rxn00192_m0,0
rxn00765_c0,0
rxn00237_c0,1.15837
rxn09631_c0,0
R-ASNt7_c0,0
rxn08451_c0,0
R-34HPPt2p_c0,0
rxn01116_c0,-0.14053
R-FAS161ACPm_m0,0
rxn09218_c0,0
rxn00289_m0,0
rxn01218_c0,0
rxn05663_c0,0
R-CITtcp_c0,0
rxn01851_m0,0
rxn09681_c0,0
rxn05203_c0,0
rxn12529_c0,999999
rxn09565_c0,0
R-PTD1INOtn-SC_c0,0
rxn00006_x0,0
R-C4STMO1_c0,0.00095911
rxn01937_m0,0
R-SERt2r_c0,0
rxn08457_x0,0
rxn00926_c0,0
rxn09528_v0,0
rxn13369_c0,0
rxn13384_c0,0
rxn01653_c0,0
rxn13300_c0,0.226045
rxn04041_n0,0
R-IPCS324-SC_c0,0
rxn39072_r0,0
rxn00615_c0,0
rxn13375_c0,2.88E-05
rxn00947_c0,0
rxn09264_c0,0
rxn01783_c0,0
rxn00420_c0,0.285961
rxn13339_c0,0
rxn08435_c0,0
rxn08682_c0,0
rxn05736_c0,0
rxn09465_x0,0
rxn02835_c0,0.0289041
rxn01800_c0,0
R-H2Otv_c0,0
rxn09422_m0,0
rxn06151_c0,0
rxn08704_c0,0
rxn01226_c0,0
rxn02938_c0,0.0571063
rxn08444_x0,0
rxn30056_c0,0.000863199
rxn06434_m0,0
R-ALCD2ir_c0,999999
rxn09843_x0,0
rxn00943_x0,0
rxn08676_v0,0
rxn00973_m0,999999
rxn00549_c0,0
rxn09499_m0,0
rxn00274_c0,0
rxn30439_e0,0
R-ALCD2x-copy2_c0,11.854
rxn01808_c0,0
rxn09864_c0,0
rxn35571_c0,0.0571063
rxn01825_c0,0
rxn09742_c0,0
rxn15113_c0,0
rxn01977_c0,-999999
rxn09567_c0,0
rxn13254_c0,0
rxn09739_c0,0.10511
rxn09469_x0,0
rxn13224_m0,0
rxn08453_x0,0
rxn01127_c0,-0.00156945
rxn09729_c0,0
rxn00709_c0,0
rxn09702_c0,0
rxn30439_c0,0
rxn00285_m0,-3.0692
rxn00890_c0,0
rxn00829_c0,1000.01
rxn11322_c0,0
rxn13281_c0,0
rxn13386_c0,0
rxn13378_c0,0
rxn00029_c0,0
rxn09471_x0,0
R-3C3HMPtm_c0,-0.129218
rxn00786_c0,0
rxn30014_c0,0.00697534
rxn09615_c0,0.00575466
rxn01509_c0,-0.0010463
rxn02380_c0,-999995
rxn05310_c0,0
rxn08172_c0,0
rxn00975_c0,0
rxn08925_c0,0
rxn00100_c0,0
rxn05508_c0,0
rxn13347_c0,0
rxn28356_c0,0
R-ACACT9p_x0,0
rxn05297_c0,0
rxn08028_c0,0
rxn01438_c0,0
rxn30339_m0,0.141861
rxn00829_m0,-1000
rxn01416_c0,0
rxn23551_r0,0
rxn23536_r0,0
rxn23557_r0,0
rxn19045_r0,0
rxn22100_r0,0
rxn19047_r0,0
rxn22099_r0,0
rxn23535_r0,0
rxn23559_r0,0
rxn19044_r0,0
rxn22098_r0,0
rxn23531_r0,0
rxn23554_r0,0
rxn19046_r0,0
rxn23565_r0,0
rxn23534_r0,0
rxn02297_c0,0.00348767
rxn13149_c0,0.00348767
rxn05144_c0,0.00348767
rxn05093_c0,-0.000871918
bio1,0.435959
